INSERT INTO PRODUZIONE (MINUTAGGIO, COD_REGISTA) VALUES
(70, 324),
(39, 45),
(47, 10),
(38, 1024),
(38, 381),
(27, 260),
(32, 920),
(40, 571),
(29, 273),
(42, 725),
(36, 192),
(42, 741),
(76, 1018),
(47, 260),
(58, 213),
(74, 486),
(41, 692),
(67, 261),
(37, 282),
(28, 298),
(35, 606),
(43, 1029),
(57, 752),
(73, 140),
(57, 914),
(74, 471),
(30, 539),
(53, 902),
(52, 671),
(23, 867),
(20, 224),
(75, 195),
(20, 15),
(39, 189),
(45, 486),
(54, 649),
(57, 790),
(43, 357),
(42, 844),
(73, 962),
(74, 977),
(24, 415),
(27, 552),
(53, 756),
(37, 503),
(39, 1017),
(47, 226),
(76, 682),
(49, 237),
(21, 847),
(59, 6),
(24, 410),
(45, 837),
(60, 340),
(63, 972),
(51, 283),
(65, 488),
(52, 789),
(74, 327),
(31, 294),
(24, 729),
(66, 803),
(69, 647),
(40, 1027),
(39, 674),
(66, 637),
(67, 680),
(44, 402),
(48, 888),
(61, 738),
(45, 1002),
(80, 603),
(31, 813),
(51, 768),
(42, 299),
(34, 409),
(20, 131),
(53, 351),
(79, 954),
(50, 913),
(51, 997),
(63, 736),
(79, 257),
(46, 295),
(65, 998),
(59, 733),
(60, 124),
(67, 26),
(45, 730),
(64, 649),
(67, 153),
(58, 870),
(79, 568),
(75, 630),
(36, 450),
(61, 235),
(22, 378),
(21, 991),
(54, 126),
(24, 577),
(27, 815),
(28, 471),
(21, 593),
(30, 287),
(61, 428),
(34, 885),
(40, 69),
(71, 546),
(62, 554),
(32, 191),
(57, 18),
(27, 30),
(39, 298),
(73, 429),
(63, 530),
(79, 842),
(47, 342),
(21, 527),
(38, 931),
(72, 237),
(74, 37),
(22, 806),
(43, 356),
(23, 551),
(61, 488),
(63, 938),
(38, 493),
(41, 55),
(53, 49),
(76, 371),
(79, 213),
(23, 79),
(58, 757),
(36, 396),
(77, 227),
(80, 911),
(25, 959),
(69, 116),
(30, 141),
(59, 615),
(38, 346),
(56, 287),
(49, 427),
(71, 263),
(35, 913),
(32, 246),
(43, 162),
(64, 524),
(20, 180),
(50, 958),
(74, 464),
(35, 80),
(38, 937),
(73, 743),
(51, 878),
(48, 372),
(74, 267),
(76, 699),
(55, 437),
(27, 457),
(70, 267),
(23, 798),
(44, 254),
(46, 2),
(20, 605),
(61, 601),
(24, 372),
(49, 358),
(43, 746),
(22, 683),
(63, 687),
(44, 518),
(45, 663),
(24, 456),
(40, 903),
(80, 320),
(34, 708),
(74, 609),
(49, 527),
(72, 642),
(53, 688),
(53, 832),
(53, 71),
(75, 722),
(53, 261),
(34, 433),
(30, 124),
(23, 478),
(31, 622),
(58, 628),
(32, 479),
(71, 894),
(25, 393),
(28, 694),
(21, 182),
(30, 498),
(32, 640),
(54, 232),
(78, 843),
(45, 157),
(31, 805),
(79, 353),
(33, 1024),
(29, 791),
(26, 459),
(27, 350),
(51, 884),
(78, 553),
(68, 965),
(44, 773),
(65, 221),
(60, 758),
(39, 51),
(34, 35),
(79, 528),
(43, 524),
(68, 984),
(74, 876),
(72, 538),
(79, 700),
(60, 248),
(55, 383),
(25, 322),
(58, 207),
(76, 536),
(48, 764),
(78, 571),
(22, 763),
(68, 533),
(34, 130),
(67, 392),
(48, 684),
(73, 357),
(31, 779),
(46, 654),
(49, 481),
(36, 354),
(65, 790),
(44, 942),
(43, 109),
(22, 944),
(51, 245),
(30, 555),
(67, 160),
(58, 968),
(30, 267),
(67, 741),
(51, 964),
(61, 19),
(44, 468),
(63, 739),
(58, 813),
(47, 937),
(27, 827),
(53, 605),
(38, 316),
(58, 127),
(41, 813),
(65, 486),
(60, 301),
(73, 29),
(44, 392),
(70, 954),
(48, 68),
(56, 725),
(27, 163),
(20, 387),
(74, 418),
(28, 164),
(55, 3),
(80, 805),
(22, 79),
(49, 83),
(25, 67),
(34, 243),
(46, 173),
(22, 549),
(73, 599),
(43, 149),
(61, 605),
(26, 565),
(20, 559),
(63, 326),
(36, 178),
(38, 355),
(35, 558),
(21, 980),
(69, 350),
(33, 796),
(30, 767),
(59, 987),
(69, 418),
(63, 1008),
(32, 15),
(75, 86),
(61, 159),
(20, 543),
(59, 788),
(50, 28),
(49, 345),
(25, 164),
(78, 920),
(53, 521),
(51, 493),
(30, 986),
(43, 90),
(37, 804),
(59, 957),
(79, 849),
(44, 486),
(48, 712),
(53, 699),
(46, 1008),
(51, 601),
(32, 381),
(61, 609),
(20, 590),
(31, 792),
(47, 846),
(67, 401),
(64, 672),
(46, 342),
(64, 842),
(27, 676),
(79, 299),
(26, 1002),
(80, 299),
(58, 459),
(21, 982),
(63, 711),
(25, 496),
(61, 107),
(22, 215),
(20, 123),
(28, 421),
(70, 727),
(42, 867),
(66, 623),
(52, 443),
(52, 118),
(31, 477),
(33, 965),
(45, 921),
(42, 488),
(39, 460),
(23, 964),
(48, 53),
(47, 622),
(42, 397),
(76, 910),
(29, 758),
(26, 571),
(35, 1025),
(38, 346),
(21, 702),
(34, 287),
(66, 823),
(22, 17),
(56, 430),
(61, 963),
(63, 1020),
(24, 89),
(62, 987),
(42, 96),
(70, 534),
(21, 275),
(54, 380),
(58, 361),
(71, 493),
(46, 684),
(32, 890),
(42, 372),
(31, 387),
(72, 74),
(47, 442),
(32, 925),
(54, 141),
(24, 434),
(64, 123),
(30, 995),
(73, 202),
(73, 752),
(21, 448),
(72, 201),
(64, 857),
(39, 142),
(79, 410),
(62, 931),
(66, 65),
(20, 537),
(80, 93),
(39, 130),
(74, 809),
(47, 117),
(37, 627),
(50, 507),
(68, 812),
(49, 410),
(64, 430),
(45, 707),
(31, 621),
(66, 469),
(49, 604),
(64, 522),
(24, 933),
(64, 33),
(51, 885),
(23, 472),
(76, 807),
(78, 293),
(64, 331),
(61, 418),
(72, 148),
(61, 810),
(29, 583),
(62, 342),
(54, 465),
(39, 605),
(20, 386),
(37, 1027),
(28, 850),
(74, 496),
(54, 978),
(61, 994),
(58, 283),
(55, 876),
(44, 723),
(32, 658),
(29, 564),
(51, 657),
(74, 316),
(32, 680),
(59, 683),
(31, 601),
(61, 136),
(67, 598),
(57, 297),
(70, 259),
(71, 855),
(37, 588),
(57, 728),
(56, 596),
(48, 237),
(77, 178),
(53, 701),
(59, 611),
(64, 8),
(60, 734),
(39, 882),
(26, 346),
(61, 807),
(65, 658),
(73, 509),
(33, 474),
(45, 699),
(48, 278),
(70, 931),
(31, 191),
(66, 500),
(40, 312),
(27, 737),
(24, 823),
(39, 740),
(40, 115),
(45, 751),
(33, 141),
(65, 225),
(54, 226),
(70, 532),
(68, 874),
(34, 534),
(72, 955),
(27, 209),
(48, 218),
(21, 67),
(48, 721),
(42, 961),
(44, 847),
(66, 266),
(47, 902),
(26, 691),
(52, 928),
(60, 743),
(61, 63),
(49, 512),
(44, 775),
(36, 69),
(43, 998),
(27, 695),
(27, 159),
(55, 305),
(52, 405),
(74, 827),
(21, 740),
(53, 448),
(31, 728),
(52, 151),
(24, 935),
(62, 617),
(78, 292),
(69, 550),
(60, 514),
(27, 703),
(21, 999),
(40, 811),
(49, 408),
(48, 921),
(56, 721),
(52, 526),
(39, 1025),
(59, 960),
(67, 972),
(40, 707),
(35, 334),
(25, 931),
(75, 593),
(75, 270),
(80, 343),
(21, 152),
(27, 139),
(66, 314),
(24, 602),
(34, 606),
(36, 409),
(35, 267),
(48, 134),
(41, 655),
(56, 634),
(46, 217),
(35, 641),
(54, 209),
(49, 199),
(33, 860),
(51, 6),
(48, 585),
(53, 155),
(73, 952),
(66, 461),
(22, 237),
(43, 956),
(46, 990),
(62, 37),
(40, 183),
(28, 567),
(78, 989),
(46, 101),
(49, 601),
(23, 967),
(50, 512),
(80, 479),
(35, 132),
(56, 763),
(72, 786),
(75, 811),
(45, 577),
(44, 702),
(79, 172),
(34, 1019),
(30, 881),
(30, 228),
(63, 195),
(40, 157),
(33, 864),
(63, 524),
(30, 907),
(65, 335),
(41, 395),
(72, 851),
(46, 813),
(27, 287),
(54, 643),
(80, 736),
(63, 559),
(29, 185),
(34, 178),
(78, 473),
(22, 592),
(76, 271),
(25, 235),
(75, 66),
(72, 902),
(33, 431),
(34, 901),
(34, 826),
(76, 37),
(72, 912),
(59, 341),
(27, 596),
(77, 675),
(66, 819),
(23, 986),
(65, 455),
(23, 647),
(41, 247),
(27, 708),
(51, 462),
(72, 487),
(40, 263),
(49, 564),
(51, 851),
(64, 528),
(58, 113),
(56, 118),
(78, 44),
(30, 490),
(64, 497),
(26, 963),
(23, 352),
(58, 704),
(45, 463),
(60, 503),
(73, 597),
(77, 959),
(47, 993),
(68, 112),
(22, 290),
(76, 842),
(56, 569),
(79, 799),
(42, 86),
(64, 843),
(23, 37),
(76, 350),
(40, 837),
(32, 295),
(66, 601),
(46, 126),
(51, 341),
(52, 585),
(70, 1006),
(32, 212),
(63, 140),
(65, 281),
(74, 758),
(69, 352),
(39, 791),
(48, 172),
(45, 408),
(25, 353),
(37, 649),
(80, 985),
(56, 867),
(25, 870),
(24, 991),
(48, 190),
(57, 834),
(64, 758),
(67, 573),
(57, 425),
(37, 329),
(29, 770),
(80, 759),
(29, 476),
(71, 870),
(80, 17),
(25, 705),
(63, 726),
(69, 365),
(60, 850),
(60, 544),
(70, 157),
(73, 396),
(66, 557),
(73, 977),
(56, 833),
(75, 631),
(48, 28),
(77, 1026),
(49, 693),
(41, 754),
(21, 454),
(40, 738),
(66, 237),
(68, 352),
(33, 613),
(68, 1018),
(77, 801),
(41, 774),
(45, 635),
(22, 789),
(71, 446),
(80, 148),
(32, 105),
(80, 742),
(32, 765),
(76, 620),
(75, 657),
(21, 778),
(48, 273),
(23, 58),
(35, 245),
(44, 51),
(56, 212),
(46, 145),
(26, 157),
(56, 337),
(46, 252),
(50, 413),
(48, 96),
(57, 1002),
(23, 830),
(69, 302),
(49, 383),
(78, 950),
(65, 592),
(23, 485),
(69, 855),
(42, 298),
(66, 395),
(79, 555),
(34, 326),
(80, 588),
(41, 559),
(33, 196),
(20, 137),
(23, 624),
(51, 1012),
(48, 921),
(58, 61),
(30, 678),
(25, 830),
(33, 218),
(29, 123),
(31, 865),
(49, 933),
(36, 255),
(57, 824),
(47, 284),
(25, 958),
(59, 54),
(66, 338),
(41, 901),
(55, 575),
(34, 854),
(48, 925),
(77, 900),
(74, 390),
(64, 176),
(61, 712),
(68, 89),
(76, 941),
(34, 406),
(77, 317),
(39, 17),
(73, 858),
(64, 228),
(29, 53),
(73, 91),
(28, 186),
(23, 490),
(39, 436),
(63, 237),
(41, 717),
(49, 253),
(42, 503),
(62, 134),
(21, 228),
(59, 637),
(32, 104),
(66, 288),
(53, 36),
(59, 811),
(55, 1022),
(58, 131),
(31, 3),
(78, 127),
(41, 861),
(73, 988),
(48, 245),
(23, 659),
(40, 870),
(62, 291),
(71, 52),
(21, 74),
(34, 1012),
(23, 403),
(21, 911),
(36, 609),
(69, 974),
(32, 339),
(57, 249),
(24, 721),
(65, 744),
(51, 388),
(34, 1),
(27, 487),
(24, 1019),
(68, 269),
(37, 175),
(36, 478),
(47, 412),
(33, 438),
(37, 808),
(72, 701),
(44, 185),
(76, 265),
(49, 257),
(57, 189),
(75, 158),
(79, 372),
(57, 302),
(40, 746),
(67, 754),
(67, 656),
(61, 303),
(78, 214),
(29, 145),
(46, 542),
(35, 506),
(67, 875),
(60, 887),
(53, 108),
(20, 964),
(54, 660),
(46, 36),
(22, 776),
(24, 863),
(30, 190),
(69, 317),
(79, 988),
(39, 4),
(69, 557),
(78, 264),
(55, 208),
(69, 357),
(55, 557),
(35, 847),
(47, 836),
(52, 74),
(20, 623),
(58, 960),
(79, 823),
(41, 263),
(40, 710),
(45, 272),
(41, 892),
(73, 927),
(68, 81),
(58, 263),
(33, 70),
(39, 688),
(51, 184),
(22, 774),
(53, 488),
(22, 639),
(35, 643),
(46, 117),
(52, 267),
(63, 834),
(39, 259),
(38, 975),
(38, 579),
(64, 538),
(50, 136),
(60, 390),
(56, 500),
(47, 995),
(77, 880),
(78, 1018),
(37, 845),
(36, 376),
(54, 380),
(61, 815),
(64, 984),
(65, 676),
(39, 687),
(67, 437),
(31, 832),
(35, 756),
(34, 453),
(59, 545),
(43, 937),
(37, 197),
(75, 11),
(79, 926),
(39, 317),
(38, 80),
(24, 414),
(48, 36),
(60, 624),
(35, 645),
(62, 330),
(79, 371),
(77, 653),
(65, 186),
(32, 521),
(71, 142),
(63, 632),
(68, 151),
(29, 49),
(77, 824),
(80, 172),
(61, 455),
(70, 111),
(79, 37),
(60, 1000),
(33, 768),
(27, 878),
(41, 788),
(49, 716),
(23, 371),
(26, 1011),
(59, 235),
(77, 326),
(20, 735),
(73, 364),
(68, 379),
(64, 754),
(23, 892),
(72, 358),
(39, 1005),
(44, 352),
(26, 620),
(47, 790),
(37, 516),
(64, 499),
(41, 243),
(58, 809),
(22, 245),
(78, 356),
(22, 32),
(28, 536),
(34, 959),
(76, 285),
(63, 113),
(58, 610),
(70, 78),
(69, 505),
(43, 370),
(30, 346),
(41, 676),
(44, 439),
(72, 902),
(54, 784),
(75, 887),
(69, 672),
(33, 22),
(73, 149),
(41, 556),
(41, 937),
(72, 881),
(74, 704),
(33, 766),
(51, 672),
(26, 591),
(46, 457),
(62, 684),
(73, 606),
(25, 344),
(27, 295),
(56, 810),
(60, 222),
(68, 431),
(37, 194),
(60, 695),
(69, 152),
(30, 57),
(73, 469),
(26, 151),
(54, 797),
(45, 618),
(48, 319),
(33, 589),
(26, 74),
(76, 276),
(71, 998),
(77, 693),
(44, 109),
(41, 598),
(78, 235),
(75, 959),
(33, 45),
(49, 342),
(62, 510),
(55, 1025),
(78, 990),
(78, 341),
(63, 767),
(36, 378),
(27, 956),
(70, 107),
(70, 35),
(47, 992),
(79, 711),
(32, 975),
(80, 486),
(53, 245),
(57, 751),
(66, 217),
(44, 417),
(78, 145),
(28, 793),
(43, 740),
(45, 64),
(59, 169),
(55, 207),
(53, 827),
(79, 897),
(34, 991),
(53, 325),
(35, 454),
(30, 368),
(62, 750),
(32, 518),
(42, 60),
(50, 353),
(49, 570),
(74, 951),
(41, 752),
(53, 907),
(42, 66),
(63, 545),
(66, 381),
(56, 142),
(56, 1013),
(41, 896),
(70, 502),
(59, 825),
(21, 799),
(32, 391),
(21, 286),
(36, 841),
(46, 124),
(69, 994),
(75, 832),
(23, 153),
(75, 902),
(46, 350),
(23, 974),
(37, 200),
(45, 958),
(49, 915),
(51, 623),
(58, 483),
(23, 188),
(76, 1001),
(66, 862),
(56, 620),
(31, 417),
(27, 794),
(41, 218),
(51, 809),
(54, 947),
(71, 978),
(31, 26),
(38, 423),
(23, 1030),
(32, 943),
(34, 677),
(45, 111),
(66, 505),
(41, 316),
(58, 832),
(21, 719),
(23, 960),
(33, 372),
(41, 749),
(64, 391),
(23, 386),
(59, 670),
(39, 44),
(61, 706),
(50, 277),
(60, 427),
(55, 460),
(60, 928),
(34, 820),
(68, 516),
(30, 508),
(58, 292),
(45, 181),
(50, 70),
(32, 736),
(21, 231),
(29, 157),
(48, 1024),
(46, 439),
(66, 275),
(43, 872),
(62, 281),
(74, 797),
(51, 362),
(69, 355),
(47, 1030),
(21, 229),
(60, 785),
(26, 79),
(30, 676),
(75, 332),
(26, 548),
(30, 998),
(73, 809),
(26, 948),
(63, 61),
(32, 544),
(40, 993),
(35, 656),
(62, 983),
(53, 312),
(20, 373),
(63, 495),
(31, 712),
(37, 644),
(39, 636),
(48, 416),
(34, 920),
(75, 981),
(32, 250),
(73, 624),
(54, 92),
(42, 470),
(26, 221),
(41, 563),
(22, 284),
(78, 689),
(47, 276),
(40, 139),
(70, 313),
(56, 640),
(20, 892),
(61, 933),
(27, 284),
(23, 799),
(21, 685),
(27, 790),
(24, 552),
(58, 178),
(28, 143),
(49, 155),
(27, 941),
(73, 880),
(52, 42),
(73, 343),
(47, 990),
(24, 171),
(33, 380),
(66, 544),
(57, 344),
(27, 792),
(34, 280),
(61, 472),
(36, 227),
(62, 863),
(28, 515),
(22, 618),
(76, 882),
(68, 589),
(45, 76),
(47, 1021),
(72, 267),
(58, 518),
(22, 148),
(50, 913),
(74, 639),
(24, 749),
(74, 769),
(76, 13),
(39, 1013),
(38, 921),
(61, 829),
(40, 391),
(43, 562),
(26, 916),
(46, 201),
(33, 280),
(70, 199),
(63, 718),
(56, 988),
(74, 291),
(71, 828),
(25, 548),
(70, 859),
(73, 530),
(44, 123),
(25, 671),
(32, 393),
(52, 268),
(34, 991),
(27, 207),
(54, 916),
(22, 445),
(63, 3),
(56, 511),
(64, 159),
(77, 569),
(71, 491),
(71, 306),
(57, 228),
(60, 179),
(41, 282),
(76, 318),
(29, 792),
(51, 960),
(54, 65),
(23, 905),
(76, 601),
(71, 880),
(65, 300),
(40, 669),
(43, 198),
(65, 3),
(53, 282),
(73, 442),
(50, 216),
(44, 620),
(31, 517),
(34, 299),
(38, 52),
(25, 666),
(30, 154),
(49, 172),
(52, 189),
(74, 198),
(47, 476),
(38, 482),
(54, 282),
(68, 718),
(38, 190),
(69, 247),
(61, 343),
(57, 468),
(37, 51),
(36, 190),
(73, 488),
(47, 178),
(25, 752),
(57, 710),
(74, 261),
(71, 291),
(60, 130),
(40, 151),
(38, 318),
(60, 10),
(80, 2),
(67, 35),
(35, 20),
(49, 533),
(37, 839),
(41, 970),
(66, 812),
(70, 754),
(43, 832),
(61, 236),
(75, 661),
(50, 634),
(42, 572),
(42, 725),
(77, 93),
(20, 163),
(34, 798),
(61, 309),
(50, 654),
(31, 292),
(25, 191),
(57, 91),
(56, 480),
(55, 117),
(37, 468),
(26, 10),
(45, 801),
(44, 884),
(31, 199),
(55, 769),
(20, 871),
(35, 696),
(48, 164),
(26, 946),
(29, 465),
(79, 75),
(55, 1004),
(22, 844),
(45, 417),
(63, 305),
(66, 282),
(54, 310),
(80, 939),
(47, 620),
(67, 989),
(76, 618),
(69, 843),
(57, 659),
(40, 520),
(27, 49),
(70, 373),
(65, 270),
(39, 240),
(51, 524),
(58, 136),
(28, 758),
(37, 87),
(36, 147),
(68, 410),
(71, 112),
(77, 924),
(58, 499),
(21, 364),
(69, 953),
(77, 903),
(80, 755),
(43, 763),
(69, 265),
(72, 446),
(52, 294),
(61, 718),
(67, 542),
(68, 286),
(42, 771),
(71, 443),
(56, 42),
(33, 678),
(52, 662),
(36, 490),
(20, 452),
(62, 568),
(67, 629),
(53, 943),
(49, 216),
(52, 37),
(78, 143),
(51, 821),
(76, 91),
(47, 1018),
(49, 885),
(67, 719),
(40, 605),
(25, 69),
(49, 857),
(65, 453),
(71, 580),
(43, 140),
(39, 918),
(69, 316),
(56, 205),
(57, 832),
(66, 259),
(42, 660),
(30, 540),
(43, 461),
(63, 84),
(62, 601),
(28, 589),
(72, 635),
(29, 156),
(30, 1018),
(70, 533),
(48, 336),
(32, 644),
(52, 202),
(79, 893),
(23, 37),
(54, 402),
(77, 397),
(21, 233),
(58, 28),
(45, 742),
(37, 300),
(56, 241),
(44, 486),
(21, 943),
(40, 667),
(72, 879),
(64, 628),
(55, 712),
(60, 864),
(54, 732),
(36, 401),
(55, 700),
(80, 692),
(52, 91),
(27, 552),
(63, 845),
(62, 201),
(59, 695),
(24, 971),
(29, 951),
(28, 92),
(59, 698),
(53, 283),
(28, 805),
(27, 108),
(66, 38),
(32, 409),
(50, 416),
(54, 619),
(41, 254),
(44, 771),
(32, 372),
(51, 545),
(78, 665),
(58, 327),
(55, 706),
(63, 355),
(64, 470),
(22, 38),
(74, 994),
(60, 752),
(64, 627),
(23, 393),
(41, 152),
(63, 539),
(75, 390),
(39, 614),
(31, 208),
(38, 893),
(48, 331),
(25, 645),
(30, 85),
(30, 232),
(49, 204),
(74, 399),
(55, 449),
(47, 967),
(30, 287),
(48, 800),
(49, 654),
(66, 420),
(21, 237),
(80, 748),
(68, 668),
(29, 57),
(45, 679),
(68, 728),
(53, 892),
(59, 225),
(48, 533),
(67, 562),
(64, 228),
(51, 254),
(43, 124),
(50, 245),
(40, 587),
(80, 407),
(69, 494),
(78, 429),
(55, 122),
(44, 482),
(28, 80),
(51, 474),
(46, 102),
(45, 228),
(30, 212),
(21, 913),
(74, 407),
(47, 831),
(72, 388),
(39, 441),
(47, 818),
(22, 319),
(61, 763),
(74, 888),
(31, 7),
(65, 497),
(36, 626),
(78, 286),
(37, 734),
(58, 800),
(52, 431),
(26, 275),
(48, 3),
(50, 383),
(77, 791),
(56, 936),
(76, 267),
(22, 834),
(59, 327),
(42, 765),
(53, 289),
(43, 87),
(64, 919),
(60, 997),
(56, 668),
(25, 542),
(60, 468),
(41, 129),
(27, 321),
(37, 36),
(53, 10),
(50, 725),
(73, 235),
(49, 1016),
(77, 270),
(68, 299),
(62, 551),
(57, 893),
(28, 107),
(74, 462),
(29, 715),
(32, 136),
(36, 676),
(67, 801),
(20, 433),
(40, 156),
(44, 675),
(53, 91),
(44, 841),
(35, 623),
(40, 168),
(62, 997),
(76, 627),
(49, 894),
(68, 767),
(21, 518),
(37, 805),
(52, 452),
(64, 938),
(22, 742),
(45, 440),
(28, 1007),
(67, 1010),
(64, 509),
(63, 364),
(44, 701),
(23, 586),
(70, 976),
(28, 209),
(28, 844),
(21, 526),
(53, 735),
(22, 481),
(38, 1014),
(47, 722),
(58, 118),
(50, 575),
(26, 928),
(66, 911),
(66, 561),
(77, 309),
(63, 826),
(61, 51),
(34, 494),
(49, 441),
(57, 455),
(63, 437),
(50, 389),
(54, 111),
(44, 488),
(68, 612),
(29, 459),
(60, 680),
(45, 52),
(57, 1008),
(67, 904),
(36, 203),
(48, 349),
(20, 509),
(66, 942),
(34, 833),
(34, 772),
(20, 338),
(45, 586),
(68, 335),
(59, 774),
(51, 182),
(79, 901),
(79, 821),
(23, 684),
(26, 365),
(70, 509),
(78, 840),
(34, 56),
(39, 27),
(71, 218),
(56, 650),
(53, 142),
(23, 109),
(79, 804),
(73, 604),
(61, 930),
(59, 1003),
(65, 980),
(60, 52),
(49, 857),
(63, 899),
(39, 557),
(60, 41),
(70, 758),
(41, 234),
(34, 275),
(43, 505),
(48, 262),
(66, 626),
(65, 657),
(54, 319),
(34, 617),
(40, 67),
(52, 788),
(46, 282),
(50, 1028),
(40, 865),
(71, 318),
(22, 541),
(66, 355),
(21, 716),
(47, 971),
(20, 867),
(46, 353),
(54, 769),
(34, 281),
(53, 599),
(40, 497),
(43, 500),
(58, 272),
(26, 1005),
(42, 667),
(64, 987),
(46, 704),
(77, 646),
(63, 117),
(67, 975),
(31, 899),
(39, 569),
(48, 477),
(24, 303),
(40, 927),
(57, 623),
(58, 227),
(51, 22),
(80, 177),
(52, 390),
(69, 839),
(75, 594),
(58, 687),
(46, 320),
(59, 243),
(52, 710),
(39, 331),
(66, 24),
(39, 859),
(79, 62),
(66, 729),
(74, 868),
(23, 33),
(39, 807),
(62, 869),
(77, 171),
(44, 546),
(69, 364),
(29, 587),
(32, 202),
(75, 60),
(22, 863),
(58, 747),
(27, 940),
(26, 102),
(38, 640),
(70, 484),
(66, 83),
(26, 225),
(64, 766),
(77, 549),
(28, 745),
(57, 113),
(23, 902),
(36, 135),
(74, 237),
(73, 174),
(26, 300),
(78, 921),
(21, 689),
(32, 142),
(29, 693),
(37, 145),
(58, 98),
(70, 337),
(42, 863),
(65, 679),
(79, 400),
(75, 720),
(39, 739),
(50, 425),
(22, 960),
(74, 112),
(54, 592),
(49, 109),
(45, 308),
(60, 374),
(41, 200),
(33, 267),
(41, 807),
(49, 178),
(77, 584),
(45, 351),
(23, 289),
(59, 282),
(65, 766),
(38, 757),
(36, 364),
(39, 590),
(54, 404),
(58, 148),
(21, 230),
(38, 983),
(67, 1024),
(31, 798),
(68, 170),
(23, 378),
(49, 404),
(24, 254),
(29, 962),
(55, 291),
(75, 780),
(34, 688),
(23, 302),
(73, 463),
(22, 224),
(68, 386),
(70, 964),
(24, 94),
(37, 134),
(48, 694),
(38, 530),
(64, 304),
(73, 198),
(64, 149),
(60, 883),
(40, 283),
(75, 617),
(24, 298),
(32, 5),
(72, 270),
(79, 578),
(33, 740),
(28, 210),
(77, 53),
(71, 539),
(49, 341),
(32, 955),
(47, 920),
(74, 529),
(76, 622),
(38, 52),
(77, 227),
(26, 628),
(59, 601),
(24, 341),
(31, 271),
(67, 385),
(44, 938),
(20, 291),
(67, 84),
(56, 201),
(37, 820),
(77, 779),
(80, 720),
(57, 581),
(59, 945),
(51, 386),
(71, 266),
(50, 762),
(51, 508),
(57, 192),
(61, 27),
(47, 900),
(46, 599),
(47, 485),
(68, 277),
(32, 807),
(80, 486),
(46, 547),
(65, 777),
(76, 629),
(71, 307),
(67, 599),
(28, 336),
(23, 201),
(50, 923),
(20, 371),
(76, 68),
(69, 896),
(24, 186),
(71, 905),
(42, 833),
(42, 447),
(47, 529),
(41, 275),
(67, 1021),
(65, 271),
(55, 269),
(72, 275),
(26, 624),
(60, 1004),
(59, 637),
(75, 326),
(80, 7),
(47, 1),
(59, 179),
(46, 396),
(79, 440),
